Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Document Type,Publication Stage,Open Access,Source,EID
"Wheeler, D.C., Waller, L.A.",56447934400;7006611850;,Comparing spatially varying coefficient models: A case study examining violent crime rates and their relationships to alcohol outlets and illegal drug arrests,2009,Journal of Geographical Systems,11,1,,1,22,,67,10.1007/s10109-008-0073-5,https://www.scopus.com/inward/record.uri?eid=2-s2.0-60649107800&doi=10.1007%2fs10109-008-0073-5&partnerID=40&md5=e5a7c7bf7a01efb26ac4d47bfc72fe2b,Article,Final,,Scopus,2-s2.0-60649107800
"Bevan, A., Conolly, J.",35344386500;6506400813;,Modelling spatial heterogeneity and nonstationarity in artifact-rich landscapes,2009,Journal of Archaeological Science,36,4,,956,964,,48,10.1016/j.jas.2008.11.023,https://www.scopus.com/inward/record.uri?eid=2-s2.0-59349118483&doi=10.1016%2fj.jas.2008.11.023&partnerID=40&md5=b8ea0df1f97a1de25d530868687c9434,Article,Final,"All Open Access, Green",Scopus,2-s2.0-59349118483
"Jacob, B.G., Griffith, D., Muturi, E., Caamano, E.X., Shililu, J., Githure, J.I., Novak, R.J.",7102943623;35187057300;14030591800;16836164800;6603358098;7005263111;7202939961;,"Describing Anopheles arabiensis aquatic habitats in two riceland agro-ecosystems in Mwea, Kenya using a negative binomial regression model with a non-homogenous mean",2009,Acta Tropica,109,1,,17,26,,2,10.1016/j.actatropica.2008.09.009,https://www.scopus.com/inward/record.uri?eid=2-s2.0-56949101570&doi=10.1016%2fj.actatropica.2008.09.009&partnerID=40&md5=70bc9ab3080bcad1d39ab5d7e6990e79,Article,Final,,Scopus,2-s2.0-56949101570
"Chen, Z., Zezong, C., Chao, X.",57196282504;25928942600;57213946674;,Design of LXI bus interface for high-frequency ground wave radar based on ARM,2008,"2008 International Conference on Wireless Communications, Networking and Mobile Computing, WiCOM 2008",,,4678459,,,,2,10.1109/WiCom.2008.551,https://www.scopus.com/inward/record.uri?eid=2-s2.0-58049095724&doi=10.1109%2fWiCom.2008.551&partnerID=40&md5=d64022b3f185919ec947d3e305bc0ca2,Conference Paper,Final,,Scopus,2-s2.0-58049095724
"Tu, J., Xia, Z.-G.",35249630900;15770509800;,Examining spatially varying relationships between land use and water quality using geographically weighted regression I: Model design and evaluation,2008,Science of the Total Environment,407,1,,358,378,,232,10.1016/j.scitotenv.2008.09.031,https://www.scopus.com/inward/record.uri?eid=2-s2.0-56249090726&doi=10.1016%2fj.scitotenv.2008.09.031&partnerID=40&md5=ad9a757223a122bbbcea420947c4ebdf,Article,Final,,Scopus,2-s2.0-56249090726
"Ridefelt, H., Etzelmüller, B., Boelhouwers, J., Jonasson, C.",14626575400;6701721701;6603744071;6603770693;,"Statistic-empirical modelling of mountain permafrost distribution in the Abisko region, sub-Arctic northern Sweden",2008,Norsk Geografisk Tidsskrift,62,4,,278,289,,30,10.1080/00291950802517890,https://www.scopus.com/inward/record.uri?eid=2-s2.0-57149084262&doi=10.1080%2f00291950802517890&partnerID=40&md5=c0cd88614e99a6774f87c559ff213df3,Article,Final,,Scopus,2-s2.0-57149084262
"Zhang, P., Lin, H., So, B.K.L.",55491581200;36071585400;54418003600;,"Spatial statistics of cotton textile industry in late Ming Songjiangfu, China",2008,"29th Asian Conference on Remote Sensing 2008, ACRS 2008",3,,,1899,1909,,1,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84865649691&partnerID=40&md5=a7896929b18d9544422ede82016a4b78,Conference Paper,Final,,Scopus,2-s2.0-84865649691
"Rees, P., Wohland, P.",57203885444;24278992100;,Estimates of ethnic mortality in the uk,2008,"Working Paper of the University of Leeds, School of Geography",8,4,,1,122,,3,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-79960682742&partnerID=40&md5=395b443de8f32b42901a772fb5123e9f,Review,Final,,Scopus,2-s2.0-79960682742
"Geniaux, G., Napoléone, C.",6506018844;24721963800;,Semi-parametric tools for spatial hedonic models: An introduction to mixed geographically weighted regression and geoadditive models,2008,Hedonic Methods in Housing Markets: Pricing Environmental Amenities and Segregation,,,,101,127,,23,10.1007/978-0-387-76815-1_6,https://www.scopus.com/inward/record.uri?eid=2-s2.0-77957153810&doi=10.1007%2f978-0-387-76815-1_6&partnerID=40&md5=d496c0d7377f808b51464a1967780b9e,Book Chapter,Final,,Scopus,2-s2.0-77957153810
"Holan, S., Wang, S., Arab, A., Sadler, E.J., Stone, K.",16238843200;7410332979;25629428400;56842683300;55950479700;,Semiparametric geographically weighted response curves with application to site-specific agriculture,2008,"Journal of Agricultural, Biological, and Environmental Statistics",13,4,,424,439,,9,10.1198/108571108X378308,https://www.scopus.com/inward/record.uri?eid=2-s2.0-77956113183&doi=10.1198%2f108571108X378308&partnerID=40&md5=f85018cd43b660b5dd0ff4602975ee5d,Article,Final,,Scopus,2-s2.0-77956113183
"Al-Sahan, F.",35787794400;,Tanks high level protection,2008,Energy Institute - 19th World Petroleum Congress 2008: A World in Transition: Delivering Energy for Sustainable Growth,2,,,891,,,,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-77950619561&partnerID=40&md5=7e254506107a49d344d9e0ff0521d9cc,Conference Paper,Final,,Scopus,2-s2.0-77950619561
"Ghosh, D., Manson, S.M.",35738628600;9638473600;,Robust principal component analysis and geographically weighted regression: Urbanization in the Twin Cities Metropolitan Area of Minnesota,2008,URISA Journal,20,1,,15,25,,10,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-75349097998&partnerID=40&md5=74433206e232ced00b7f71a0779448ec,Article,Final,,Scopus,2-s2.0-75349097998
[No author name available],[No author id available],"Proceedings of the 11th Multidisciplinary Conference - Sinkholes and the Engineering and Environmental Impacts of Karst, GSP 183",2008,Geotechnical Special Publication,,183,,,,756,,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-66649120184&partnerID=40&md5=9743068047ebbebd5358863e35cad67f,Conference Review,Final,,Scopus,2-s2.0-66649120184
"Doctor, K.Z., Doctor, D.H., Kronenfeld, B., Wong, D.W.S., Brezinski, D.K.",26642413700;16635475900;11940328800;7401536093;7003581989;,"Predicting sinkhole susceptibility in Frederick Valley, Maryland, using geographically weighted regression",2008,Geotechnical Special Publication,,183,,243,256,,4,10.1061/41003(327)24,https://www.scopus.com/inward/record.uri?eid=2-s2.0-66649090328&doi=10.1061%2f41003%28327%2924&partnerID=40&md5=dfaaa414a70fce343cfab397f0f33b44,Conference Paper,Final,,Scopus,2-s2.0-66649090328
"Nelson, P.B.",7402246948;,Life-course influences on nonearnings income migration in the United States,2008,Environment and Planning A,40,9,,2149,2168,,9,10.1068/a39243,https://www.scopus.com/inward/record.uri?eid=2-s2.0-65949110853&doi=10.1068%2fa39243&partnerID=40&md5=e5f8155737abeeacdf62ba9d200e93f1,Article,Final,,Scopus,2-s2.0-65949110853
"Luo, J., Yu, D., Xin, M.",55482565600;12792543600;26539046000;,Modeling urban growth using GIS and remote sensing,2008,GIScience and Remote Sensing,45,4,,426,442,,21,10.2747/1548-1603.45.4.426,https://www.scopus.com/inward/record.uri?eid=2-s2.0-65749099793&doi=10.2747%2f1548-1603.45.4.426&partnerID=40&md5=15a2ee3bbed4dce2608c466ab314f5ab,Article,Final,,Scopus,2-s2.0-65749099793
"Li, F., Li, M., Liang, J., Liu, Y., Chen, Z., Chen, D.",23005164800;35115110600;36610322700;23005432100;23007742700;55636314239;,Urban land use change detection through spatial statistical analysis using multi-temporal remote sensing data,2008,Proceedings of SPIE - The International Society for Optical Engineering,7144,,714409,,,,,10.1117/12.812699,https://www.scopus.com/inward/record.uri?eid=2-s2.0-62649138647&doi=10.1117%2f12.812699&partnerID=40&md5=00080b915ee5e75bba798db1d2e8b4b0,Conference Paper,Final,,Scopus,2-s2.0-62649138647
"Luo, J., Kanala, N.K.",55482565600;33767786900;,Modeling urban growth with geographically weighted multinomial logistic regression,2008,Proceedings of SPIE - The International Society for Optical Engineering,7144,,71440M,,,,4,10.1117/12.812714,https://www.scopus.com/inward/record.uri?eid=2-s2.0-62649093463&doi=10.1117%2f12.812714&partnerID=40&md5=3ea296f78626408e97e793416d3cf09f,Conference Paper,Final,,Scopus,2-s2.0-62649093463
"Griffith, D.A.",35187057300;,Spatial-filtering-based contributions to a critique of geographically weighted regression (GWR),2008,Environment and Planning A,40,11,,2751,2769,,136,10.1068/a38218,https://www.scopus.com/inward/record.uri?eid=2-s2.0-60649112018&doi=10.1068%2fa38218&partnerID=40&md5=132b9d5e209b3202cde5bbd76ae45f24,Article,Final,,Scopus,2-s2.0-60649112018
"Samaha, S.A., Kamakura, W.A.",25723681300;7004159593;,Assessing the market value of real estate property with a geographically weighted stochastic frontier model,2008,Real Estate Economics,36,4,,717,751,,11,10.1111/j.1540-6229.2008.00228.x,https://www.scopus.com/inward/record.uri?eid=2-s2.0-57049120427&doi=10.1111%2fj.1540-6229.2008.00228.x&partnerID=40&md5=32fa06b02005ff605b55bd7a8da8af1b,Article,Final,,Scopus,2-s2.0-57049120427
"Blanco-Moreno, J.M., Chamorro, L., Izquierdo, J., Masalles, R.M., Sans, F.X.",24069765900;23487983400;7102685415;6602620500;6602556688;,Modelling within-field spatial variability of crop biomass - Weed density relationships using geographically weighted regression,2008,Weed Research,48,6,,512,522,,5,10.1111/j.1365-3180.2008.00664.x,https://www.scopus.com/inward/record.uri?eid=2-s2.0-56549119335&doi=10.1111%2fj.1365-3180.2008.00664.x&partnerID=40&md5=3b1cc57dc5729a9edae04feef37a29c7,Article,Final,,Scopus,2-s2.0-56549119335
"Spurná, P.",35318298600;,Geographically weighted regression: Method for analysing spatial nonstationarity of geographical phenomenon [Geograficky vážená regrese: Metoda analýzy prostorové nestacionarity geografických jevů],2008,Geografie-Sbornik CGS,113,2,,125,139,,13,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-54049130313&partnerID=40&md5=a722ad899b4bf5b7d2a5243cdbb2181c,Review,Final,,Scopus,2-s2.0-54049130313
"Demšar, U., Fotheringham, A.S., Charlton, M.",21933749600;7005669439;7102039728;,Exploring the spatio-temporal dynamics of geographical processes with geographically weighted regression and geovisual analytics,2008,Information Visualization,7,03-Apr,,181,197,,26,10.1057/palgrave.ivs.9500187,https://www.scopus.com/inward/record.uri?eid=2-s2.0-52949131306&doi=10.1057%2fpalgrave.ivs.9500187&partnerID=40&md5=f469161715c82636769169a18d627fdb,Conference Paper,Final,"All Open Access, Green",Scopus,2-s2.0-52949131306
"Kamarianakis, Y., Feidas, H., Kokolatos, G., Chrysoulakis, N., Karatzias, V.",6508057953;6602636344;13404379200;6603353298;24341325900;,Evaluating remotely sensed rainfall estimates using nonlinear mixed models and geographically weighted regression,2008,Environmental Modelling and Software,23,12,,1438,1447,,33,10.1016/j.envsoft.2008.04.007,https://www.scopus.com/inward/record.uri?eid=2-s2.0-47849088725&doi=10.1016%2fj.envsoft.2008.04.007&partnerID=40&md5=f2d22feef9b1cc20364c8ef712efa5de,Article,Final,,Scopus,2-s2.0-47849088725
"Van Camp, M., Steim, J., Rapagnani, G., Rivera, L.",6701689134;37069616700;37069810600;7004546003;,Connecting a quanterra data logger Q330 on the GWR CO21 superconducting gravimeter,2008,Seismological Research Letters,79,6,,785,796,,4,10.1785/gssrl.79.6.785,https://www.scopus.com/inward/record.uri?eid=2-s2.0-57649180601&doi=10.1785%2fgssrl.79.6.785&partnerID=40&md5=e7a2bb14d8baf37b19f9dd106933873b,Article,Final,,Scopus,2-s2.0-57649180601
"Darmofal, D.",36859932000;,The political geography of the new deal realignment,2008,American Politics Research,36,6,,934,961,,12,10.1177/1532673X08316591,https://www.scopus.com/inward/record.uri?eid=2-s2.0-53349121253&doi=10.1177%2f1532673X08316591&partnerID=40&md5=d97b9bfe64782bffcde9e5f04cdce868,Article,Final,,Scopus,2-s2.0-53349121253
"Faulkner, J., Parfitt, G., Eston, R.",14032684400;7003506131;8101078100;,The rating of perceived exertion during competitive running scales with time,2008,Psychophysiology,45,6,,977,985,,80,10.1111/j.1469-8986.2008.00712.x,https://www.scopus.com/inward/record.uri?eid=2-s2.0-46949093142&doi=10.1111%2fj.1469-8986.2008.00712.x&partnerID=40&md5=b6e2f866008922593fbd86ac4803c970,Article,Final,,Scopus,2-s2.0-46949093142
"Kootstra, G., Ypma, J., De Boer, B.",24537424000;24537838000;57210301748;,Active exploration and keypoint clustering for object recognition,2008,Proceedings - IEEE International Conference on Robotics and Automation,,,4543336,1005,1010,,19,10.1109/ROBOT.2008.4543336,https://www.scopus.com/inward/record.uri?eid=2-s2.0-51649112017&doi=10.1109%2fROBOT.2008.4543336&partnerID=40&md5=9849c891ff64408dfbd2bbda1cd80c9e,Conference Paper,Final,"All Open Access, Green",Scopus,2-s2.0-51649112017
"Monfort, W.S., Kirkpatrick, T.L., Mauromoustakos, A.",12794256200;7005578055;6603909619;,Spread of Rotylenchulus reniformis in an Arkansas cotton field over a four-year period,2008,Journal of Nematology,40,3,,161,166,,10,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-62549083084&partnerID=40&md5=5062fde3a7234d623b99fa31788c2778,Article,Final,,Scopus,2-s2.0-62549083084
"Guo, L., Ma, Z., Zhang, L.",8280511500;24605271700;35254692200;,Comparison of bandwidth selection in application of geographically weighted regression: A case study,2008,Canadian Journal of Forest Research,38,9,,2526,2534,,81,10.1139/X08-091,https://www.scopus.com/inward/record.uri?eid=2-s2.0-51649109680&doi=10.1139%2fX08-091&partnerID=40&md5=5169c8af87c58b925c0f7077525c1908,Article,Final,,Scopus,2-s2.0-51649109680
"Procter, K.L., Clarke, G.P., Ransley, J.K., Cade, J.",24338909600;7201902875;6602625753;7005622445;,"Micro-level analysis of childhood obesity, diet, physical activity, residential socioeconomic and social capital variables: Where are the obesogenic environments in Leeds?",2008,Area,40,3,,323,340,,48,10.1111/j.1475-4762.2008.00822.x,https://www.scopus.com/inward/record.uri?eid=2-s2.0-48649087987&doi=10.1111%2fj.1475-4762.2008.00822.x&partnerID=40&md5=91064aa05fbcf73cfed5f051f2a8ca39,Article,Final,"All Open Access, Bronze",Scopus,2-s2.0-48649087987
"Demšar, U., Fotheringham, A.S., Charlton, M.",21933749600;7005669439;7102039728;,Combining geovisual analytics with spatial statistics: The example of geographically weighted regression,2008,Cartographic Journal,45,3,,182,192,,14,10.1179/000870408X311378,https://www.scopus.com/inward/record.uri?eid=2-s2.0-49249089480&doi=10.1179%2f000870408X311378&partnerID=40&md5=2fe067c2e5dd5cd1929cd9a2500df3ba,Article,Final,"All Open Access, Green",Scopus,2-s2.0-49249089480
"Lim, H., Thill, J.-C.",24740833800;7003415979;,Intermodal freight transportation and regional accessibility in the United States,2008,Environment and Planning A,40,8,,2006,2025,,20,10.1068/a38336,https://www.scopus.com/inward/record.uri?eid=2-s2.0-50549093313&doi=10.1068%2fa38336&partnerID=40&md5=710f9a476457f772eab89abb183378e7,Article,Final,,Scopus,2-s2.0-50549093313
"Wenz, P.S.",25629935500;,Spigot to spigot,2008,Planning,74,8,,6,12,,1,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-50349094444&partnerID=40&md5=7355724c0bb42323007ee615d8701fc7,Article,Final,,Scopus,2-s2.0-50349094444
"Foody, G.M.",7007014233;,Refining predictions of climate change impacts on plant species distribution through the use of local statistics,2008,Ecological Informatics,3,3,,228,236,,15,10.1016/j.ecoinf.2008.02.002,https://www.scopus.com/inward/record.uri?eid=2-s2.0-48749098066&doi=10.1016%2fj.ecoinf.2008.02.002&partnerID=40&md5=57469ae95080fd0ac7fc2cb3b85ae580,Article,Final,,Scopus,2-s2.0-48749098066
"Páez, A., Long, F., Farber, S.",7004827878;27170872200;35726692800;,Moving window approaches for hedonic price estimation: An empirical comparison of modelling techniques,2008,Urban Studies,45,8,,1565,1581,,97,10.1177/0042098008091491,https://www.scopus.com/inward/record.uri?eid=2-s2.0-45149127477&doi=10.1177%2f0042098008091491&partnerID=40&md5=8c76300f73737d14fc19537794c49213,Article,Final,,Scopus,2-s2.0-45149127477
"Kimsey Jr., M.J., Moore, J., McDaniel, P.",8730593200;57218970780;7006537004;,A geographically weighted regression analysis of Douglas-fir site index in north central Idaho,2008,Forest Science,54,3,,356,366,,24,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-45749096577&partnerID=40&md5=4d0cee81564cf3ba254449c0b1e339b5,Article,Final,,Scopus,2-s2.0-45749096577
"Zhang, L., Ma, Z., Guo, L.",35254692200;24605271700;8280511500;,Spatially assessing model errors of four regression techniques for three types of forest stands,2008,Forestry,81,2,,209,225,,20,10.1093/forestry/cpn014,https://www.scopus.com/inward/record.uri?eid=2-s2.0-49949092514&doi=10.1093%2fforestry%2fcpn014&partnerID=40&md5=f9bd324ace59f471cccc777a7a24f0ad,Article,Final,"All Open Access, Bronze",Scopus,2-s2.0-49949092514
"Lo, C.-P.",7401771576;,Population estimation using geographically weighted regression,2008,GIScience and Remote Sensing,45,2,,131,148,,49,10.2747/1548-1603.45.2.131,https://www.scopus.com/inward/record.uri?eid=2-s2.0-44649126052&doi=10.2747%2f1548-1603.45.2.131&partnerID=40&md5=223d7091e2cf48e7419761a70e0eb4f5,Article,Final,,Scopus,2-s2.0-44649126052
"Wang, N., Mei, C.-L., Yan, X.-D.",57184675500;55725518800;7403595848;,Local linear estimation of spatially varying coefficient models: An improvement on the geographically weighted regression technique,2008,Environment and Planning A,40,4,,986,1005,,43,10.1068/a3941,https://www.scopus.com/inward/record.uri?eid=2-s2.0-43349090561&doi=10.1068%2fa3941&partnerID=40&md5=3d3da206b09ec9c0db6c4d9c7cb80f11,Article,Final,,Scopus,2-s2.0-43349090561
"Wang, Q., Zhao, P., Ren, H., Kakubari, Y.",57131625100;7202024112;32868032400;23060463500;,Spatiotemporal dynamics of forest net primary production in China over the past two decades,2008,Global and Planetary Change,61,03-Apr,,267,274,,24,10.1016/j.gloplacha.2006.12.007,https://www.scopus.com/inward/record.uri?eid=2-s2.0-41749121211&doi=10.1016%2fj.gloplacha.2006.12.007&partnerID=40&md5=1f6f0d58802d8d1197b17fb9d5130121,Article,Final,,Scopus,2-s2.0-41749121211
"Mur, J., López, F., Angulo, A.",7005070591;36009173400;36008003200;,Symptoms of instability in models of spatial dependence,2008,Geographical Analysis,40,2,,189,211,,16,10.1111/j.1538-4632.2008.00719.x,https://www.scopus.com/inward/record.uri?eid=2-s2.0-41049117595&doi=10.1111%2fj.1538-4632.2008.00719.x&partnerID=40&md5=055a00d74256dc43b41736c52153fe04,Article,Final,,Scopus,2-s2.0-41049117595
